Set	ID	Number	Name	Faction	Type	Glory/Cost	Name	Faction	Type	Glory/Cost	Description	Glory	ObjType	Restrictions	Set	Status	OrganisedPlay	WUOnline	Forsaken	Restricted	Forsaken (Relic)	Rotated	uFAQ	Tags	HotCount
Deathgorge	3648	TD12	Violent Excess	The Thricefold Discord	Objective	1	Violent Excess	The Thricefold Discord	Objective	1	**Surge:** Score this immediately after your warband's second or subsequent successful **Attack action** that targeted the same fighter in the same phase.	1	Surge	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3649	TD13	Acquiescence	The Thricefold Discord	Spell		Acquiescence	The Thricefold Discord	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, **choose** an enemy fighter within 4 hexes of the caster. **Stagger** the chosen fighter.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3650	TD14	Heart's Desire	The Thricefold Discord	Ploy		Heart's Desire	The Thricefold Discord	Ploy	-	**Temptation** \n Pick an opponent. That player picks one: \n You **push** one fighter in that player's warband up to 2 hexes so that fighter is adjacent to one or more fighters from your warband \n *Or:* **Stagger** each fighter from that player's warband that is within 3 hexes of one or more fighters from your warband.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3651	TD15	Illusion of Power	The Thricefold Discord	Ploy		Illusion of Power	The Thricefold Discord	Ploy	-	**Temptation** \n Pick an opponent with one or more power cards in their hand. That player picks one: \n Each player, starting with that player, can give one upgrade from their hand to one fighter without spending any glory points \n *Or:* That player **discards** two power cards, or one power card if they only have one in their hand.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3652	TD16	Irresistible Feast	The Thricefold Discord	Ploy		Irresistible Feast	The Thricefold Discord	Ploy	-	**Temptation** \n Play this only if one or more enemy fighters are adjacent to one or more friendly fighters. \n Pick an opponent. That player picks one: \n That player **deals** 1 damage to each fighter adjacent to one or more fighters \n *Or:* You **deal** 1 damage to a fighter in that player's warband.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3653	TD17	Pavane of Slaanesh	The Thricefold Discord	Spell		Pavane of Slaanesh	The Thricefold Discord	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, **choose** an enemy fighter within 3 hexes of the caster. The chosen fighter's player picks one: \n **Deal** 1 damage to the chosen fighter \n *Or:* You **push** the chosen fighter 1 hex.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3654	TD18	Soulslice Shards	The Thricefold Discord	Spell		Soulslice Shards	The Thricefold Discord	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, **deal** 1 damage to an enemy fighter that is furthest from the caster.	-	-	-	The Thricefold Discord Rivals Deck	RR-	VVV	N	-	Restricted	-	-	-	-	0
Deathgorge	3655	TD19	Sublime Harmones	The Thricefold Discord	Ploy		Sublime Harmones	The Thricefold Discord	Ploy	-	In the next activation, each friendly fighter supports each friendly fighter within 3 hexes.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3656	TD20	Vision of Wealth	The Thricefold Discord	Ploy		Vision of Wealth	The Thricefold Discord	Ploy	-	**Temptation** \n Pick an opponent with one or more unspent glory points. That player picks one: \n You **push** a fighter up to 2 hexes towards the nearest objective token \n *Or:* That player spends one glory point.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3657	TD21	Well-earned Rest	The Thricefold Discord	Ploy		Well-earned Rest	The Thricefold Discord	Ploy	-	**Temptation** \n Pick an opponent. That player picks one: \n You **give** a fighter in that player's warband that has no tokens one Charge token \n *Or:* You can **remove** up to two Move and Stagger tokens from surviving fighters.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3658	TD22	Words of Praise	The Thricefold Discord	Ploy		Words of Praise	The Thricefold Discord	Ploy	-	**Temptation** \n Pick a fighter in one opponent's warband. That fighter's player picks one: \n You **push** that fighter up to 2 hexes towards a fighter in your warband \n *Or* That player cannot activate that fighter. This effect **persists** until the end of the phase.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3659	TD23	Ecstatic Scourge	The Thricefold Discord	Upgrade		Ecstatic Scourge	The Thricefold Discord	Upgrade	-	**Reaction:** After this fighter's **Attack action**, other than a **Scything Attack action**, **deal** 1 damage to this fighter, then **push** this fighter 1 hex.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3660	TD24	Gourmand of Pain	The Thricefold Discord	Upgrade		Gourmand of Pain	The Thricefold Discord	Upgrade	-	**Gambit Spell (:MagFocus:):** Use this after an **Attack action**, if this fighter was the target. If **cast**, **deal** 1 damage to one fighter within 1 hex of this fighter.	-	-	Wizard	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3661	TD25	Helm of Insight	The Thricefold Discord	Upgrade		Helm of Insight	The Thricefold Discord	Upgrade	-	**False Gift** \n You can give this upgrade to an enemy fighter. \n This fighter's Defence characteristic is 2 :dfBlock: and cannot be modified further. \n This fighter cannot have line of sight to fighters that are 2 or more hexes away. \n **Resist (Action): Break** this card.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3662	TD26	Icon of Excess	The Thricefold Discord	Upgrade		Icon of Excess	The Thricefold Discord	Upgrade	-	**Spell Action (:MagFocus:): Deal** 1 damage to this fighter. If **cast**, each surviving friendly fighter can make one **Move action** or one **Attack action**.	-	-	Wizard	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3663	TD27	Invincible Armour	The Thricefold Discord	Upgrade		Invincible Armour	The Thricefold Discord	Upgrade	-	**False Gift** \n You can give this upgrade to an enemy fighter. \n +1 Wounds \n -2 Move, to a minimum of 0. \n **Resist (Action): Break** this card.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3664	TD28	Perfect Blade	The Thricefold Discord	Upgrade		Perfect Blade	The Thricefold Discord	Upgrade	-	**False Gift, Attack action** \n [:Hex: 1 - :atSmash: 3 - :boom: 3] \n You can give this upgrade to an enemy fighter. \n This fighter is not considered to have any other upgrades or **Attack actions** other than this **Attack action**. \n **Resist (Action): Break** this card.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3665	TD29	Sadistic Epitome	The Thricefold Discord	Upgrade		Sadistic Epitome	The Thricefold Discord	Upgrade	-	+1 Damage to this fighter's **Attack actions** that target an enemy fighter with one or more wound counters.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3666	TD30	Song of Corruption	The Thricefold Discord	Upgrade		Song of Corruption	The Thricefold Discord	Upgrade	-	Enemy fighters within 2 hexes of this fighter support this fighter's **Attack actions**, other than **Scything Attack actions**, if they are not the target of that **Attack action**.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3667	TD31	Unnatural Swiftness	The Thricefold Discord	Upgrade		Unnatural Swiftness	The Thricefold Discord	Upgrade	-	+1 Move and +1 Dice to this fighter's Range 1 and Range 2 **Attack actions** while this fighter has no Move and/or Charge tokens.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3668	TD32	Whip of Subversion	The Thricefold Discord	Upgrade		Whip of Subversion	The Thricefold Discord	Upgrade	-	**Attack action** \n [:Hex: 3 - :atFury: 3 - :boom: 1] \n In the drive back step of this **Attack action**, instead of driving the target back, **push** the target up to 1 hex.	-	-	-	The Thricefold Discord Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3669	BS1	Beat to the Punch	Universal	Objective	1	Beat to the Punch	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter's successful **Attack action**, if that was the first successful **Attack action** made in this phase.	1	Surge	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3670	BS2	Crashing Assault	Universal	Objective	1	Crashing Assault	Universal	Objective	1	**Surge:** Score this immediately after an activation step in which a friendly fighter with three or more Momentum counters made one or more successful **Attack actions**.	1	Surge	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3671	BS3	Eager for the Fight	Universal	Objective	2	Eager for the Fight	Universal	Objective	2	*(Errata update)* **Hybrid:** Score this in an end phase if each surviving friendly fighter has one or more Charge tokens \n *Or:* Is within 2 hexes of one of more enemy fighters and each surviving friendly fighter is not in your territory.	2	End	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3672	BS4	Fastest Around	Universal	Objective	3	Fastest Around	Universal	Objective	3	**Dual:** Score this in an end phase if: \n Each surviving friendly fighter is in enemy territory \n *And:* There are no enemy fighters in your territory.	3	End	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3673	BS5	Gale Force	Universal	Objective	1	Gale Force	Universal	Objective	1	**Surge:** Score this immediately after your warband's third or subsequent **Attack action** made in the same phase.	1	Surge	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3674	BS6	Need for Speed	Universal	Objective	1	Need for Speed	Universal	Objective	1	Score this in an end phase if each surviving friendly fighter has one or more Move and/or Charge tokens.	1	End	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3675	BS7	Not Fast Enough	Universal	Objective	1	Not Fast Enough	Universal	Objective	1	**Surge, Dual:** Score this immediately if: \n A friendly fighter's **Attack action** takes the target out of action \n *And:* That enemy fighter had one or more Move and/or Charge tokens.	1	Surge	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3676	BS8	Out of Control	Universal	Objective	1	Out of Control	Universal	Objective	1	**Surge, Hybrid:** Score this immediately if: \n You resolve the Impetus ability for an enemy fighter \n *Or:* The Impetus ability **staggers** a friendly fighter.	1	Surge	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3677	BS9	Rapid Strike	Universal	Objective	2	Rapid Strike	Universal	Objective	2	*(Errata update)* Score this in an end phase if the number of enemy fighters out of action is greater than the round number (e.g. two or more enemy fighters out of action in round 1).	2	End	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3678	BS10	Running Rings	Universal	Objective	2	Running Rings	Universal	Objective	2	**Dual:** Score this in an end phase if: \n Two or more friendly fighters are adjacent to one or more enemy fighters in enemy territory \n *And:* Two or more of those friendly fighters each have one or more Move and/or Charge tokens.	2	End	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3679	BS11	Too Slow	Universal	Objective	1	Too Slow	Universal	Objective	1	Score this in an end phase if your warband has more Move and Charge tokens combined than one or more other warbands each have Move and Charge tokens combined.	1	End	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3680	BS12	Wild Impetus	Universal	Objective	1	Wild Impetus	Universal	Objective	1	**Surge:** Score this immediately after the Impetus ability is resolves for a third or subsequent time in the same phase.	1	Surge	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3681	BS13	Breakneck Pace	Universal	Ploy		Breakneck Pace	Universal	Ploy	-	**Choose** a friendly fighter. **Give** the chosen fighter one Momentum counter. +2 Move to that fighter in the next activation step.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3682	BS14	Can't Stop	Universal	Ploy		Can't Stop	Universal	Ploy	-	**Reaction:** Play this after a fighter's activation step. **Push** that fighter a number of hexes in one direction equal to that fighter's Momentum counters, then **remove** that fighter's Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3683	BS15	Devastating Charge	Universal	Ploy		Devastating Charge	Universal	Ploy	-	**Choose** a friendly fighter. **Give** the chosen fighter two Momentum counters. +1 Damage to that fighter's Range 1 and Range 2 **Attack actions** in the next activation step.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3684	BS16	Impossible Leap	Universal	Ploy		Impossible Leap	Universal	Ploy	-	**Choose** a friendly fighter.  **Give** the chosen fighter one Momentum counter. That fighter has the **Flying** trait in the next activation step.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3685	BS17	Quick Juke	Universal	Ploy		Quick Juke	Universal	Ploy	-	**Reaction:** Play this after the attack roll of an **Attack action** that targets a friendly fighter. **Give** that fighter one Guard token and two Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3686	BS18	Reckless Charge	Universal	Ploy		Reckless Charge	Universal	Ploy	-	**Choose** a friendly fighter. **Give** the chosen fighter two Momentum counters. +1 Dice to that fighter's Range 1 and Range 2 **Attack actions** in the next activation step.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3687	BS19	Roll with the Punches	Universal	Ploy		Roll with the Punches	Universal	Ploy	-	In the next activation, when a friendly fighter is the target of an **Attack action**, **give** that fighter one Momentum counter. -1 Damage, to a minimum of 1, from that **Attack action** until it has been resolved.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3688	BS20	Screech to a Halt	Universal	Ploy		Screech to a Halt	Universal	Ploy	-	**Reaction:** Play this after an activation step. **Choose** a friendly fighter with one or more Momentum counters. **Remove** the chosen fighter's Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3689	BS21	See Ya!	Universal	Ploy		See Ya!	Universal	Ploy	-	**Reaction:** Play this after a fighter's activation. **Choose** a fighter adjacent to that fighter. **Remove** the activated fighter's Momentum counters and **give** the chosen fighter one Momentum counter.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3690	BS22	Slick ice	Universal	Ploy		Slick ice	Universal	Ploy	-	**Domain** \n After a fighter's **Charge superaction**, **give** that fighter one Momentum counter. This effect **persists** until the end of the round or until another **Domain** gambit is played.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3691	BS23	Battering Ram	Universal	Upgrade		Battering Ram	Universal	Upgrade	-	+1 Move \n **Reaction:** After the deal damage step of this fighter's **Attack action** that targeted an adjacent enemy fighter, **give** the target this fighter's Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3692	BS24	Headlong Sprinter	Universal	Upgrade		Headlong Sprinter	Universal	Upgrade	-	*(Errata update)* +2 Move \n After this fighter's first **Move action** in an activation step, **give** this fighter two Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3693	BS25	Hurricane Dart	Universal	Upgrade		Hurricane Dart	Universal	Upgrade	-	**Attack action** \n [:Hex: 4 - :atSmash: * - :boom: 2] \n The Dice characteristic is equal to 1 plus the number of this fighter's Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3694	BS26	Inertial Lance	Universal	Upgrade		Inertial Lance	Universal	Upgrade	-	**Attack action** \n [:Hex: 2 - :atSmash: * - :boom: 2] \n **Reaction:** After the deal damage step of this **Attack action**, **give** the target one of this fighter's Momentum counters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3695	BS27	Living Hurricane	Universal	Upgrade		Living Hurricane	Universal	Upgrade	-	*(Errata update)* This fighter's Range 1 and Range 2 **Attack actions** have **Stagger**. \n After this fighter's first **Move action** in an activation step, **give** this fighter one Momentum counter.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3696	BS28	Moving Mark	Universal	Upgrade		Moving Mark	Universal	Upgrade	-	*(Errata update)* While this fighter has one or more Move and/or Charge tokens, this fighter's Defence characteristic is 2 :dfBlock: and this fighter cannot be on Guard. \n After this fighter's first **Move action** in an activation step, **give** this fighter one Momentum counter.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3697	BS29	Standing Start	Universal	Upgrade		Standing Start	Universal	Upgrade	-	+1 Move while this fighter has no Move or Charge tokens. \n When you activate this fighter, **give** this fighter one Momentum counter.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3698	BS30	Translocating Step	Universal	Upgrade		Translocating Step	Universal	Upgrade	-	If this fighter is in an **edge** hex and not within 1 hex of any enemy fighters, this fighter can use the following action. \n **Action: Give** this fighter two Momentum counters, then **place** this fighter in another **edge** hex within 3 hexes of one or more enemy fighters.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3699	BS31	Tumbler	Universal	Upgrade		Tumbler	Universal	Upgrade	-	You cannot give this to a **Large** fighter. \n This fighter's Defence characteristic is 2 :dfDodge: and this fighter cannot be on Guard. \n This fighter cannot be **staggered**.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3700	BS32	Unstoppable Warrior	Universal	Upgrade		Unstoppable Warrior	Universal	Upgrade	-	While this fighter has three or more Momentum counters, this fighter has **Innate** (:atFury: :atSmash:). After this fighter's successful **Attack action**, **break** this card.	-	-	-	Breakneck Slaughter Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3701	FO1	Biting Wind	Universal	Objective	1	Biting Wind	Universal	Objective	1	Score this in an end phase if there are no enemy fighters in your territory.	1	End	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3702	FO2	Bitter Storm	Universal	Objective	2	Bitter Storm	Universal	Objective	2	**Surge:** Score this immediately after your warband **casts** its fourth or subsequent spell in the same phase.	2	Surge	-	Force of Frost Rivals Deck	RR-	VVV	N	-	Restricted	-	-	-	-	0
Deathgorge	3703	FO3	Break the Ice	Universal	Objective	1	Break the Ice	Universal	Objective	1	**Surge:** Score this immediately after your warband **deals** damage to an enemy fighter, if that was the first damage **dealt** in this phase.	1	Surge	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3704	FO4	Chill of the Grave	Universal	Objective	2	Chill of the Grave	Universal	Objective	2	*(Errata update)* Score this in an end phase if three or more enemy fighters are out of action.	2	End	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3705	FO5	Cold-blooded	Universal	Objective	1	Cold-blooded	Universal	Objective	1	**Surge:** Score this immediately after your warband takes an enemy fighter in enemy territory out of action.	1	Surge	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3706	FO6	Cold of the Void	Universal	Objective	2	Cold of the Void	Universal	Objective	2	Score this in an end phase if each surviving fighter is adjacent to no fighters.	2	End	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3707	FO7	Cold Snap	Universal	Objective	1	Cold Snap	Universal	Objective	1	**Surge:** Score this immediately after your warband's spell takes one or more enemy fighters out of action.	1	Surge	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3708	FO8	Frozen Fate	Universal	Objective	1	Frozen Fate	Universal	Objective	1	Score this in an end phase if two or more friendly fighters are each within 2 hexes of the same enemy fighter.	1	End	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3709	FO9	Glacial Cool	Universal	Objective	1	Glacial Cool	Universal	Objective	1	**Surge:** Score this immediately after an opponent's power step if a friendly **leader** holds an objective within 1 hex of no one's territory.	1	Surge	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3710	FO10	Ice Age	Universal	Objective	1	Ice Age	Universal	Objective	1	Score this in an end phase if two or more **blocked** hex tokens are on the battlefield.	1	End	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3711	FO11	Stranglehold	Universal	Objective	2	Stranglehold	Universal	Objective	2	**Surge:** Score this immediately after an opponent's power step if your warband holds each objective within 2 hexes of no one's territory.	2	Surge	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3712	FO12	Winter's Hunger	Universal	Objective	2	Winter's Hunger	Universal	Objective	2	Score this in an end phase if one or more friendly fighters each have 3 or more Ice counters.	2	End	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3713	FO13	Abasoth's Avalanche	Universal	Spell		Abasoth's Avalanche	Universal	Spell	-	*(Errata update)* **Gambit Spell (:MagFocus:):** If **cast**, remove one Ice counter from this fighter. Then **deal** 1 damage to each fighter in the same territory as the caster, then **place** up to one available feature token in an **empty** hex in that territory.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3714	FO14	Falling Shards	Universal	Ploy		Falling Shards	Universal	Ploy	-	**Place** one available feature token in an **empty** hex in no one's territory or your territory. Then you can **give** one Ice counter to one friendly fighter adjacent to that feature token.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3715	FO15	Final Curse	Universal	Spell		Final Curse	Universal	Spell	-	**Gambit Spell Reaction (:MagFocus:):** Play this during an **Attack action** that targets a friendly **wizard**, after the deal damage step, if that **wizard** will be taken out of action. That **wizard** must be the caster. If **cast**, **deal** 2 damage to the attacker.	-	-	-	Force of Frost Rivals Deck	RR-	VVV	N	-	Restricted	-	-	-	-	0
Deathgorge	3716	FO16	Flash Flood	Universal	Ploy		Flash Flood	Universal	Ploy	-	**Choose** a fighter adjacent to one or more **blocked** hexes. **Push** the chosen fighter 1 hex. Then you can flip any number of **blocked** hex tokens.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3717	FO17	Freeze-thaw Finish	Universal	Spell		Freeze-thaw Finish	Universal	Spell	-	*(Errata update)* **Gambit Spell (:MagFocus:):** If **cast**, **place** up to one available feature token in an **empty** hex within 3 hexes of the caster, then **choose** an enemy fighter within 1 hex of one or more **blocked** hexes and/or that feature token. **Deal** 1 damage to the chosen fighter.	-	-	-	Force of Frost Rivals Deck	RR-	VVV	N	-	Restricted	-	-	-	-	0
Deathgorge	3718	FO18	Frozen to the Spot	Universal	Ploy		Frozen to the Spot	Universal	Ploy	-	**Choose** an enemy fighter. After the chosen fighter's activation in which they made one or more **Move actions**, **deal** 1 damage to that fighter. This effect **persists** until the end of the phase or until that fighter is taken out of action.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3719	FO19	Iara's Frozen Bonds	Universal	Spell		Iara's Frozen Bonds	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, **place** up to one available feature token in an **empty** hex within 3 hexes of the caster, then **choose** an enemy fighter within 1 hex of one or more **blocked** hexes. **Give** the chosen fighter one Move token.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3720	FO20	Icy Foreboding	Universal	Ploy		Icy Foreboding	Universal	Ploy	-	Pick an opponent with one or more power cards. That opponent picks one: they **give** one fighter in their warband that has no Charge tokens one Charge token, or they **discard** two power cards, or one power card if they only have one.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3721	FO21	Mazzig's Malediction	Universal	Spell		Mazzig's Malediction	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, **choose** an enemy fighter with one or more upgrades adjacent to the caster. The chosen fighter's player picks one: **break** the chosen fighter's upgrades, or **give** the chosen fighter one Charge token.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3722	FO22	Time Freeze	Universal	Ploy		Time Freeze	Universal	Ploy	-	Play this only in your power step. \n **Choose** two friendly fighters. **Give** each chosen fighter one Ice counter and one Guard token. In your next activation step, you must take the **Pass action**. In your following activation step in the same phase, you can take two activations. In each of those activations, you must activate a different chosen fighter or pass.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3723	FO23	Armour of Ice	Universal	Upgrade		Armour of Ice	Universal	Upgrade	-	While this fighter has one or more Ice counters, this fighter's Defence characteristic is 2 :dfBlock:, this fighter cannot be on Guard, and if this fighter is a **wizard**, their wizard level is 2 unless it would be higher. \n **Action: Give** this fighter one Ice counter. This fighter cannot take this action if this fighter has one or more Ice counters.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3724	FO24	Blizzard Darts	Universal	Upgrade		Blizzard Darts	Universal	Upgrade	-	**Attack action** \n [:Hex: 3 - :atFury: 3 - :boom: 1] \n **Reaction:** After this **Attack action**, **give** this fighter one Ice counter.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3725	FO25	Chasm Key	Universal	Upgrade		Chasm Key	Universal	Upgrade	-	If this fighter has one or more Ice counters at the end of the third action phase and/or if this fighter is on a feature token at the end of the third action phase, gain 1 glory point.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3726	FO26	Cool and Calm	Universal	Upgrade		Cool and Calm	Universal	Upgrade	-	While this fighter has one or more Ice counters, **re-roll** one dice in this fighter's casting rolls and this fighter's wizard level is 2 unless it would be higher. \n **Spell Action (:MagChannel:): Give** this fighter one Ice counter. This fighter cannot make this action if this fighter has one or more Ice counters.	-	-	Wizard	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3727	FO27	Everwinter Staff	Universal	Upgrade		Everwinter Staff	Universal	Upgrade	-	**Attack action** \n [:Hex: 2 - :atSmash: 2 - :boom: 2] \n You cannot give this to a **Khorne** fighter. This fighter is a **wizard** with a wizard level of 2, unless it would be higher.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
Deathgorge	3728	FO28	Frostwyrm Cloak	Universal	Upgrade		Frostwyrm Cloak	Universal	Upgrade	-	*(Errata update)* You cannot give this to a **Large** fighter. \n -1 Damage, to a minimum of 1, from **Attack actions** that target this fighter while the attacker is not adjacent to this fighter and this fighter has one or more Ice counters. \n **Reaction:** After this fighter's activation, **give** this fighter one Ice counter.	-	-	-	Force of Frost Rivals Deck	RR-	VVV	N	-	Restricted	-	-	-	-	0
Deathgorge	3729	FO29	Frozen Heart	Universal	Upgrade		Frozen Heart	Universal	Upgrade	-	This fighter has the following cumulative abilities, determined by the number of Ice counters this fighter has: \n **1+:** +1 Wounds \n **2+:** This fighter's **Attack actions** have **Stagger** \n **3+:** This fighter's **Attack actions** have :atCrit: **Grievous 1**.	-	-	-	Force of Frost Rivals Deck	-	VVV	N	-	-	-	-	-	-	0
