Set	ID	Number	Name	Faction	Type	Glory	Name	Faction	Type	Glory	Description	Glory	ObjType	Restrictions	Set	Status	OrganisedPlay	WUOnline	Forsaken	Restricted	Forsaken (Relic)	Rotated	uFAQ	Tags	HotCount
Harrowdeep	2604	H192	Cryptic Clues	Universal	Objective	2	Cryptic Clues	Universal	Objective	2	**Dual:** Score this in an end phase if: \n There are two or more surviving friendly fighters \n *And:* Each of those fighters is on a feature token, in a **cover** hex or in a **lethal** hex.	2	End	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2605	H193	Descending Tide	Universal	Objective	3	Descending Tide	Universal	Objective	3	**Dual:** Score this in the third end phase if: \n There are two or more surviving friendly fighters \n *And:* Each of those fighters holds an objective in enemy territory.	3	Third	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2606	H194	Ever Downwards	Universal	Objective	1	Ever Downwards	Universal	Objective	1	**Surge, Hybrid:** Score this immediately after a power step in which: \n You **delved** three or more times \n *Or:* You **delved** one or more times, and one of the feature tokens you **delved** was in a hex in enemy territory and occupied by your **leader**.	1	Surge	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2607	H195	Fallen Titan	Universal	Objective	1	Fallen Titan	Universal	Objective	1	Score this in an end phase if one or more enemy fighters with a Wounds characteristic higher than each surviving friendly fighter's Wounds characteristic is out of action.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2608	H196	False Apotheosis	Universal	Objective	2	False Apotheosis	Universal	Objective	2	**Surge:** Score this immediately after a friendly fighter's **Attack action** that takes an enemy fighter with three or more upgrades out of action.	2	Surge	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2609	H197	Fate Averted	Universal	Objective	2	Fate Averted	Universal	Objective	2	**Dual:** Score this in the third end phase if: \n One or more friendly fighters are **vulnerable** \n *And:* One or more of those fighters are in enemy territory.	2	Third	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2610	H198	Fearless Seekers	Universal	Objective	2	Fearless Seekers	Universal	Objective	2	Score this in an end phase if two or more friendly fighters are on feature tokens in enemy territory.	2	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	4
Harrowdeep	2611	H199	Find a Path	Universal	Objective	1	Find a Path	Universal	Objective	1	**Hybrid:** Score this in an end phase if: \n Two or more friendly fighters are in **edge** hexes that are not in your territory \n *Or:* One or more friendly **hunters** are in **edge** hexes in enemy territory.	1	End	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2612	H200	Going in for the Kill	Universal	Objective	2	Going in for the Kill	Universal	Objective	2	**Dual:** Score this in an end phase if: Each surviving fighter is in enemy territory \n *And:* There are more surviving friendly fighters than surviving enemy fighters.	2	End	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2613	H201	Horrors in the Dark	Universal	Objective	1	Horrors in the Dark	Universal	Objective	1	**Surge, Hybrid:** Score this immediately after an activation if: \n Two or more friendly fighters are in **cover** hexes that are not in your territory. \n *Or:* Two or more friendly fighters hold objectives that are not in your territory.	1	Surge	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	5
Harrowdeep	2614	H202	Illusory Nemesis	Universal	Objective	1	Illusory Nemesis	Universal	Objective	1	**Surge, Hybrid:** Score this immediately after: \n A power step if one or more opponents played one or more **Illusion** upgrades in that power step \n *Or:* You play your third or subsequent **Illusion** upgrade in the same phase.	1	Surge	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2615	H203	Illusory Prominence	Universal	Objective	1	Illusory Prominence	Universal	Objective	1	**Dual:** Score this in an end phase if: \n Each surviving friendly fighter has no upgrades \n *And:* There are one or more **Illusion** upgrades in your power discard pile.	1	End	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2616	H204	Illusory Titan	Universal	Objective	1	Illusory Titan	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter's **Attack action** that takes the target out of action, if that friendly fighter has two or more **Illusion** upgrades.	1	Surge	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2617	H205	In Cold Blood	Universal	Objective	1	In Cold Blood	Universal	Objective	1	**Surge, Dual:** Score this immediately if: \n A friendly fighter's **Attack action** takes the target out of action \n *And:* That friendly fighter has no wound counters, or that friendly fighter is an **assassin**.	1	Surge	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2618	H206	Indifferent End	Universal	Objective	1	Indifferent End	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter's **Attack action** that takes an enemy fighter out of action, if that enemy fighter had one or more **Illusion** upgrades at the start of the **Attack action**.	1	Surge	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2619	H207	Inevitable End	Universal	Objective	1	Inevitable End	Universal	Objective	1	**Surge, Dual:** Score this immediately after a friendly fighter's **Attack action** that takes the target out of action, if: \n The attack roll contained only **successes** (including **critical successes**) \n *And:* The Damage characteristic was equal to or greater than the target's Wounds characteristic.	1	Surge	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2620	H208	Inseparable	Universal	Objective	1	Inseparable	Universal	Objective	1	**Dual:** Score this in an end phase if: \n Two or more friendly fighters each have one or more Charge tokens \n *And:* Those fighters are adjacent.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2621	H209	Last Stand	Universal	Objective	2	Last Stand	Universal	Objective	2	**Dual:** Score this in an end phase if: \n Each friendly fighter is adjacent to one or more friendly fighters \n *And:* Each friendly fighter is within 2 hexes of one or more enemy fighters.	2	End	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2622	H210	Lead from the Front	Universal	Objective	1	Lead from the Front	Universal	Objective	1	Score this in an end phase if your **leader** is the only friendly fighter in enemy territory.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2623	H211	Lead from the Rear	Universal	Objective	1	Lead from the Rear	Universal	Objective	1	**Dual:** Score this in an end phase if: \n Your **leader** is the friendly fighter furthest from each enemy fighter \n *And:* One or more friendly fighters are in enemy territory or in no one's territory.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2624	H212	Lengthening Shadows	Universal	Objective	2	Lengthening Shadows	Universal	Objective	2	Score this in an end phase if there are more friendly fighters in enemy territory than there are enemy fighters in enemy territory.	2	End	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	3
Harrowdeep	2625	H213	Let Shadows Lie	Universal	Objective	1	Let Shadows Lie	Universal	Objective	1	Score this in an end phase if each surviving friendly fighter is 2 or more hexes from the nearest **cover** hex, **blocked** hex and **lethal** hex.	1	End	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2626	H214	Looming Threat	Universal	Objective	1	Looming Threat	Universal	Objective	1	Score this in an end phase if two or more friendly fighters are adjacent to the same enemy fighter.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2627	H215	Lost in Shadow	Universal	Objective	2	Lost in Shadow	Universal	Objective	2	**Dual:** Score this in an end phase if: \n Your warband holds two or more objectives \n *And:* One or more enemy fighters are each in a **cover** hex.	2	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2628	H216	Make a Path	Universal	Objective	1	Make a Path	Universal	Objective	1	**Dual:** Score this in an end phase if: \n Your **leader** has one or more Charge tokens and is in enemy territory \n *And:* One or more enemy fighters are out of action.	1	End	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2629	H217	Masters of Illusion	Universal	Objective	1	Masters of Illusion	Universal	Objective	1	**Surge:** Score this immediately after a power step if each surviving friendly fighter has one or more **Illusion** upgrades.	1	Surge	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2630	H218	Out for the Count	Universal	Objective	2	Out for the Count	Universal	Objective	2	**Hybrid:** Score this in an end phase if: \n Each surviving enemy fighter is **staggered** \n *Or:* Three or more enemy fighters are **staggered**.	2	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2631	H219	Out of Time	Universal	Objective	1	Out of Time	Universal	Objective	1	**Hybrid:** Score this in an end phase if: \n Your warband holds a number of objectives equal to the round number (e.g. two objectives in the second end phase) \n *Or:* The number of friendly fighters in **cover** hexes is equal to the round number.	1	End	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2632	H220	Reckless Swing	Universal	Objective	1	Reckless Swing	Universal	Objective	1	**Surge:** Score this immediately after an activation step in which a friendly fighter made a Range 1 **Attack action** that targeted a fighter with more **supporting** fighters than the attacker.	1	Surge	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	6
Harrowdeep	2633	H221	Risky Strategy	Universal	Objective	2	Risky Strategy	Universal	Objective	2	Score this in an end phase if one or more **vulnerable** friendly fighters each have three or more upgrades.	2	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2634	H222	Scion of Shadow	Universal	Objective	1	Scion of Shadow	Universal	Objective	1	**Dual:** Score this in an end phase if: \n One or more Inspired friendly **wizards** are each in a **cover** hex \n *And:* There are one or more **Illusion** upgrades in your power discard pile.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2635	H223	Secrets Uncovered	Universal	Objective	1	Secrets Uncovered	Universal	Objective	1	**Hybrid:** Score this in an end phase if: \n There are no **cover** hexes in enemy territory \n *Or:* There is a friendly fighter in each **cover** hex in enemy territory.	1	End	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2636	H224	Shadow Match	Universal	Objective	1	Shadow Match	Universal	Objective	1	**Hybrid:** Score this in an end phase if: \n One or more friendly fighters hold an objective that has a number equal to their Wounds characteristic \n *Or:* One or more friendly fighters each have a number of upgrades equal to their Wounds characteristic.	1	End	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2637	H225	Shock Troops	Universal	Objective	1	Shock Troops	Universal	Objective	1	**Surge, Hybrid:** Score this immediately after an activation if: \n One or more friendly fighters hold an objective in enemy territory that has a number equal to the number of that fighter's upgrades \n *Or:* One or more friendly fighters each have more upgrades than there are surviving enemy fighters.	1	Surge	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2638	H226	Sinking Feeling	Universal	Objective	1	Sinking Feeling	Universal	Objective	1	Score this in an end phase if there are more friendly fighters on feature tokens than there are enemy fighters on feature tokens.	1	End	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2639	H227	Trace the Leylines	Universal	Objective	1	Trace the Leylines	Universal	Objective	1	Score this in an end phase if there are X or more friendly fighters within X hexes of an objective that is not held by an enemy fighter, where X is that objective's number (e.g. if there are two or more friendly fighters within 2 hexes of objective 2).	1	End	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2640	H228	Unequal Contest	Universal	Objective	1	Unequal Contest	Universal	Objective	1	**Surge:** Score this immediately after a friendly fighter's successful **Attack action** if the attack roll contained only **successes** (including **critical successes**).	1	Surge	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	4
Harrowdeep	2641	H229	Abasoth's Eruption	Universal	Spell		Abasoth's Eruption	Universal	Spell	-	**Gambit Spell (:MagFocus:):** If **cast**, **deal** 1 damage to each fighter on a feature token that is not in enemy territory.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2642	H230	Audacious Move	Universal	Ploy		Audacious Move	Universal	Ploy	-	+2 Move to friendly fighters in the next activation step, except when making a **Charge action**.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2643	H231	Brave Companion	Universal	Ploy		Brave Companion	Universal	Ploy	-	**Reaction:** Play this during an **Attack action**, after the declare Attack action step, if a friendly fighter is the target. **Push** another friendly fighter up to 2 hexes so that they are **supporting** the target. If that other friendly fighter is a **companion**, and the target is named on their fighter card, instead **push** the **companion** by the shortest route so that the **companion** is **supporting** the target.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2644	H232	Call of Fate	Universal	Ploy		Call of Fate	Universal	Ploy	-	**Reaction:** Play this after your **leader** is **dealt** damage that would take them out of action, before the out of action check. Roll one defence dice. If you roll a :dfCrit:, **remove** wound counters from your **leader** until they are **vulnerable**.	-	-	Leader	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2645	H233	Cover of Darkness	Universal	Ploy		Cover of Darkness	Universal	Ploy	-	Pick one: \n Gambits cannot **deal** damage. This effect **persists** until the end of the next power step. \n *Or:* **Push** one friendly fighter up to 2 hexes into a **cover** hex.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	5
Harrowdeep	2646	H234	Dark Determination	Universal	Ploy		Dark Determination	Universal	Ploy	-	Surviving friendly fighters other than your **leader** have the **assassin** keyword. \n +1 Dice to friendly **assassin's** Range 1 **Attack actions** that target a **leader**. \n This effect **persists** until the end of the phase.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2647	H235	Dark Epiphany	Universal	Ploy		Dark Epiphany	Universal	Ploy	-	**Draw** one power card for each friendly fighter in a **cover** hex. Then **discard** that many power cards.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2648	H236	Deafening Clangour	Universal	Ploy		Deafening Clangour	Universal	Ploy	-	Play this only if one or more friendly fighters each have three or more upgrades. **Scatter** 3 from one of those fighters' hexes. **Stagger** each enemy fighter in each hex in the **chain**.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2649	H237	Elite Advance	Universal	Ploy		Elite Advance	Universal	Ploy	-	**Choose** one friendly fighter in enemy territory, or up to two friendly **hunters** in enemy territory. **Give** each chosen fighter one Guard token.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2650	H238	Flitting Shadow	Universal	Ploy		Flitting Shadow	Universal	Ploy	-	**Choose** one friendly fighter. **Push** the chosen fighter up to 1 hex towards the nearest enemy fighter. Then **give** the chosen fighter one Guard token if the chosen fighter is a **companion**.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2651	H239	Grievous Gyre	Universal	Ploy		Grievous Gyre	Universal	Ploy	-	**Reaction:** Play this after a friendly fighter's Range 1 or Range 2 **Attack action**. **Scatter** 4 from that fighter's hex and **push** that fighter up to 3 hexes along the **chain**. If the **chain** is interrupted, or if the fighter would be pushed into a hex that is **blocked** or **occupied**, do not **push** them further.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2652	H240	Halls of Hidden Eyes	Universal	Ploy		Halls of Hidden Eyes	Universal	Ploy	-	**Waypoint** \n Rolls of :atSup1: and :atSup2: are **successes** in attack rolls if the target is in a **cover** hex. This effect **persists** until another **Waypoint** is played.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2653	H241	Iara's Summons	Universal	Spell		Iara's Summons	Universal	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, **choose** one fighter within 3 hexes of the caster. **Push** the chosen fighter 1 hex towards the caster.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2654	H242	Illusory Find	Universal	Ploy		Illusory Find	Universal	Ploy	-	Reveal cards from the top of your power deck one by one until you reveal an **Illusion** upgrade. Add that card to your hand, then return the revealed cards to your power deck and shuffle your power deck. If you did not reveal an **Illusion** upgrade, return the revealed cards to your power deck and shuffle your power deck.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2655	H243	Illusory Maze	Universal	Ploy		Illusory Maze	Universal	Ploy	-	**Trap** \n **Reaction:** After an enemy fighter's **Move action**, if that fighter has one or more **Illusion** upgrades, **give** that fighter one Charge token. Otherwise, **stagger** that fighter.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2656	H244	Illusory Transference	Universal	Ploy		Illusory Transference	Universal	Ploy	-	**Reaction:** Play this after a gambit which chose one or more friendly fighters is resolved, if one or more **Illusion** upgrades were **broken** as a result. Pick one of those **broken Illusion** upgrades and give it to a friendly fighter not chosen by that gambit.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2657	H245	Leeched Strength	Universal	Ploy		Leeched Strength	Universal	Ploy	-	**Choose** one friendly fighter and one enemy fighter adjacent to that fighter. In the next activation, the chosen friendly fighter's Range 1 **Attack actions** have a Damage characteristic equal to the highest Damage characteristic of the chosen enemy fighter's **Attack actions**.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2658	H246	Live for the Fight	Universal	Ploy		Live for the Fight	Universal	Ploy	-	The first **Attack action** made in the next activation step has +1 Dice. \n If that **Attack action** is made by a **brawler**, each **Attack action** made by that fighter in that activation step has +1 Dice instead.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	3
Harrowdeep	2659	H247	Not Lost	Universal	Ploy		Not Lost	Universal	Ploy	-	**Choose** one friendly fighter, then **scatter** 5 from that fighter's hex. If the **chain** enters one of more **empty** hexes that contain a feature token, **place** the chosen fighter in one of those hexes. Otherwise nothing happens.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2660	H248	Penumbral Falls	Universal	Ploy		Penumbral Falls	Universal	Ploy	-	**Waypoint** \n At the end of the action phase, **deal** 1 damage to each fighter that is in an **edge** hex. This effect **persists** until another **Waypoint** is played.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2661	H249	Phantom Advance	Universal	Ploy		Phantom Advance	Universal	Ploy	-	**Push** each friendly fighter with one or more **Illusion** upgrades up to 1 hex towards the nearest enemy fighter.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2662	H250	Phantom Denial	Universal	Ploy		Phantom Denial	Universal	Ploy	-	**Reaction:** Play this when an opponent plays a gambit which **chooses** one or more fighters, if one or more of the chosen fighters are friendly fighters with one or more **Illusion** upgrades. **Discard** one power card. When you do, those fighters are not chosen and the gambit is **discarded**.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2663	H251	Phantom Retrieval	Universal	Ploy		Phantom Retrieval	Universal	Ploy	-	Pick one or more **Illusion** upgrades in your discard pile. Then **discard** two power cards for each **Illusion** upgrade you picked. When you do, return the **Illusion** upgrades you picked to your hand.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2664	H252	Phantom Theft	Universal	Ploy		Phantom Theft	Universal	Ploy	-	**Reaction:** Play this after an enemy fighter is given an **Illusion** upgrade. That fighter's player must pick one: discard one glory point or **break** that card.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2665	H253	Pierce the Darkness	Universal	Ploy		Pierce the Darkness	Universal	Ploy	-	In the next activation, **Attack actions** that target a fighter in a **cover** hex or **edge** hex have **Cleave**.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2666	H254	Quintok's Query	Universal	Spell		Quintok's Query	Universal	Spell	-	**Gambit Spell (:MagChannel:):** If **cast**, look at the top card of your objective deck - do not reveal it. You can then add that card to your hand. If you do, **discard** one objective card.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2667	H255	Rising Water	Universal	Ploy		Rising Water	Universal	Ploy	-	-2 from each fighter's Move characteristic, to a minimum of 0, in the next activation step.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2668	H256	Shadow Balm	Universal	Ploy		Shadow Balm	Universal	Ploy	-	**Choose** one fighter. **Heal** (1) that fighter.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2669	H257	Shadow Lure	Universal	Ploy		Shadow Lure	Universal	Ploy	-	**Choose** one friendly fighter. Pick one: \n **Push** that fighter 1 hex towards the nearest **cover** hex \n *Or:* Pick the nearest feature token in an **empty** hex and move that token 1 hex towards that fighter.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2670	H258	Shady Bargain	Universal	Ploy		Shady Bargain	Universal	Ploy	-	Give one upgrade to one friendly fighter without spending any glory points. Then pick one opponent. That opponent may give one upgrade to one of their fighters without spending any glory points.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2671	H259	Sic 'em	Universal	Ploy		Sic 'em	Universal	Ploy	-	**Choose** one friendly fighter. **Push** that fighter 1 hex towards the nearest enemy fighter, or up to 2 hexes towards the nearest enemy fighter if the chosen fighter is a **beast**.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2672	H260	Siphoned Vigour	Universal	Ploy		Siphoned Vigour	Universal	Ploy	-	**Choose** one friendly fighter. **Heal** the chosen fighter according to the number of upgrades that fighter had when you played this card, as shown below. Then **break** each of the chosen fighter's upgrades. \n 0-1 upgrades: **Heal** (1) \n 2-4 upgrades: **Heal** (2) \n 5+ upgrades: **Heal** (3)	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2673	H261	Spiralling Confusion	Universal	Ploy		Spiralling Confusion	Universal	Ploy	-	**Choose** one friendly fighter and one enemy fighter adjacent to that fighter. Do the following for each chosen fighter: \n **Scatter** 1 from the chosen fighter's hex and **push** that fighter along the **chain** to the **end hex**. If the **chain** is interrupted, or if the fighter would be pushed into a hex that is **blocked** or **occupied**, do not **push** them.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2674	H262	Too Close	Universal	Ploy		Too Close	Universal	Ploy	-	**Reaction:** After an **Attack action** that targeted a friendly fighter, **give** that fighter one Guard token. If that fighter is **vulnerable**, **heal** (1) that fighter.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2675	H263	Transfer of Power	Universal	Ploy		Transfer of Power	Universal	Ploy	-	**Choose** two friendly fighters who each have one or more **Illusion** upgrades and no Charge tokens. **Place** each chosen fighter in the hex that was occupied by the other fighter when you chose them.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2676	H264	Unfair Fight	Universal	Ploy		Unfair Fight	Universal	Ploy	-	**Reaction:** Play this during a friendly fighter's **Attack action**, after the declare Attack action step, if that friendly fighter has one or more **supporting** fighters. **Stagger** the target. That **Attack action** has **Grievous** until it has been resolved.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2677	H265	Unlikely Hero	Universal	Ploy		Unlikely Hero	Universal	Ploy	-	**Choose** one friendly fighter. The chosen fighter has the following cumulative benefits: \n +1 Move \n +1 Wounds if the chosen fighter has a Wounds characteristic of 2 or less. \n +1 Damage to the chosen fighter's Range 1 and Range 2 **Attack actions** if the chosen fighter is a **minion**. \n The effect **persists** until the next power step.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2678	H266	Vaults Mysterium	Universal	Ploy		Vaults Mysterium	Universal	Ploy	-	**Waypoint** \n +1 wizard level to each **wizard**. A **wizard** suffers **backlash** if their casting roll contains one or more :MagCrit:, and when a **wizard** is **dealt** damage by **backlash**, **backlash deals** 1 additional damage to that **wizard**. This effect **persists** until another **Waypoint** is played.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2679	H267	Whetted Blades	Universal	Ploy		Whetted Blades	Universal	Ploy	-	Pick one: \n You can **re-roll** one attack dice in the attack roll for the first Range 1 or Range 2 **Attack action** in the next activation step \n *Or:* That **Attack action** has **Cleave**. \n In either case, if an **assassin** makes that **Attack action**, that **Attack action** also has **Grievous**.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	2
Harrowdeep	2680	H268	Writhing Shadows	Universal	Ploy		Writhing Shadows	Universal	Ploy	-	Pick one: \n Flip one feature token in an **empty** hex \n *Or:* Roll one attack dice for each fighter in a **cover** hex and on a roll of :atSmash:, **deal** 1 damage to that fighter.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2681	H269	Adept's Smoke	Universal	Upgrade		Adept's Smoke	Universal	Upgrade	-	You cannot give this card to a **leader**. \n This fighter is an **assassin**. \n **Reaction:** After an enemy fighter's activation, if that fighter is adjacent to this fighter, **place** this fighter on a **cover** hex in your territory. Then **give** this fighter one Charge token and **break** this card.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2682	H270	Blazing Icon	Universal	Upgrade		Blazing Icon	Universal	Upgrade	-	You cannot give this card to a **beast**. \n This fighter is a **priest**. \n When this fighter is the target of an **Attack action**, enemy fighters cannot provide support.	-	-	-	The Exiled Dead expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2683	H271	Bloodwrack Mask	Universal	Upgrade		Bloodwrack Mask	Universal	Upgrade	-	**Illusion** \n Do not spend any glory points when you play this card. At the end of the action phase, or when this fighter is chosen by a gambit or is **dealt** damage, **break** this card. \n **Reaction:** After an enemy fighter's **Move action**, if that enemy fighter is within 1 hex of this fighter, **deal** 1 damage to that fighter.	-	-	-	Illusory Might Universal Deck	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2684	H272	Blunt Force Master	Universal	Upgrade		Blunt Force Master	Universal	Upgrade	-	This fighter's Range 1 and Range 2 **Attack actions** that target an adjacent fighter have **Stagger**. \n **Reaction:** After this fighter's successful Range 1 or Range 2 **Attack action**, **push** the target 1 hex away from this fighter.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	1
Harrowdeep	2685	H273	Bound Bolt	Universal	Upgrade		Bound Bolt	Universal	Upgrade	-	**Bound Spell** \n You cannot give this card to a **Khorne** fighter. \n **Spell action (:MagChannel:):** If **cast**, **deal** 1 damage to one enemy fighter within 3 hexes of the caster. \n This fighter is a level 1 **wizard** while attempting to cast this spell. and cannot attempt to cast any other spells. After this fighter makes this action, **break** this card.	-	-	-	Blackpowder's Buccaneers expansion	-	VVV	N	-	-	-	-	-	-	0
Harrowdeep	2686	H274	Cagey Fighter	Universal	Upgrade		Cagey Fighter	Universal	Upgrade	-	**Reaction:** After this fighter's activation in which they made one or more failed Range 1 or Range 2 **Attack actions**, **scatter** 2 from this fighter's hex and **push** this fighter along the **chain** to the **end hex**. If the **chain** is interrupted, or if this fighter would be pushed into a hex that is **blocked** or **occupied**, do not **push** them any further.	-	-	-	Harrowdeep core set	-	VVV	N	-	-	-	-	-	-	0
